Order_ID,Order_Date,Customer_Name,Region,Product_Category,Product_Name,Quantity,Sales,Profit
10107,17-04-2022,Ankit,West,Technology,Printer,4,4856,422.7379993
10108,18-04-2022,Pooja,West,Technology,Chair,9,23220,3675.834177
10109,19-04-2022,Ankit,South,Furniture,Desk,5,6545,1554.302382
10110,20-04-2022,Suman,South,Office Supplies,Chair,7,29582,4872.251011
10111,21-04-2022,Kiran,South,Technology,Desk,5,22390,2034.417583
10112,22-04-2022,Suman,South,Office Supplies,Laptop,1,1361,153.7676073
10113,23-04-2022,Kiran,East,Office Supplies,Printer,2,1072,152.1006098
10114,24-04-2022,Ankit,East,Furniture,Printer,5,21555,1452.597828
10115,25-04-2022,Suman,East,Furniture,Laptop,6,15486,3036.563158
10116,26-04-2022,Pooja,East,Office Supplies,Table,7,6678,1348.177665
10117,27-04-2022,Amit,North,Technology,Desk,2,7616,499.1372693
10118,28-04-2022,Ankit,East,Technology,Desk,9,43263,6514.448672
10119,29-04-2022,Kiran,South,Furniture,Desk,6,22266,3417.834801
10120,30-04-2022,Rahul,West,Office Supplies,Monitor,2,6310,842.1003694
10121,01-05-2022,Kiran,East,Technology,Monitor,2,2962,561.1062777
10122,02-05-2022,Rahul,North,Technology,Monitor,3,14673,2002.708563
10123,03-05-2022,Ravi,South,Furniture,Monitor,1,651,100.3206102
10124,04-05-2022,Suman,West,Office Supplies,Monitor,9,34146,8515.359763
10125,05-05-2022,Rahul,West,Technology,Laptop,4,4396,397.9581816
10126,06-05-2022,Kiran,East,Furniture,Printer,5,9110,1865.533719
10127,07-05-2022,Ravi,West,Technology,Table,7,14077,2483.163098
10128,08-05-2022,Amit,East,Technology,Chair,1,2758,348.246894
10129,09-05-2022,Pooja,East,Technology,Monitor,3,2193,508.5208754
10130,10-05-2022,Pooja,South,Furniture,Laptop,3,9726,1826.514496
10131,11-05-2022,Pooja,South,Office Supplies,Desk,2,9924,1680.533948
10132,12-05-2022,Rahul,North,Furniture,Table,8,8568,1858.547672
10133,13-05-2022,Amit,South,Office Supplies,Table,5,8510,2132.37263
10134,14-05-2022,Rahul,South,Technology,Table,1,2007,588.3865654
10135,15-05-2022,Suman,East,Office Supplies,Laptop,2,4224,875.793989
10136,16-05-2022,Rahul,South,Technology,Chair,1,4066,1092.168245
10137,17-05-2022,Amit,East,Technology,Monitor,6,27240,1369.433394
10138,18-05-2022,Amit,East,Furniture,Table,9,18630,3401.072739
10139,19-05-2022,Suman,South,Technology,Laptop,7,10773,1116.749511
10140,20-05-2022,Amit,North,Furniture,Desk,5,9625,707.9005999
10141,21-05-2022,Kiran,North,Office Supplies,Printer,3,13743,2514.869422
10142,22-05-2022,Amit,West,Office Supplies,Desk,8,5360,1268.747518
10143,23-05-2022,Pooja,West,Technology,Laptop,4,2752,421.2434955
10144,24-05-2022,Kiran,South,Furniture,Laptop,9,9891,2151.558195
10145,25-05-2022,Kiran,North,Technology,Laptop,5,22585,3894.327337
10146,26-05-2022,Suman,East,Furniture,Table,6,22992,3661.969558
10147,27-05-2022,Neha,West,Furniture,Laptop,5,20380,2497.857583
10148,28-05-2022,Neha,East,Furniture,Printer,7,20223,2945.447161
10149,29-05-2022,Amit,West,Office Supplies,Table,7,10171,1397.99284
10150,30-05-2022,Kiran,South,Furniture,Desk,1,2125,449.5369415
10151,31-05-2022,Neha,North,Office Supplies,Printer,2,4740,374.4819359
10152,01-06-2022,Neha,West,Furniture,Pen,7,33327,2438.173065
10153,02-06-2022,Amit,North,Office Supplies,Desk,8,20192,4341.345595
10154,03-06-2022,Neha,East,Office Supplies,Laptop,4,19316,3603.873379
10155,04-06-2022,Rahul,South,Office Supplies,Monitor,6,6840,1077.642165
10156,05-06-2022,Ravi,North,Technology,Monitor,3,6981,615.100944
10157,06-06-2022,Suman,South,Furniture,Table,7,7273,1111.000046
10158,07-06-2022,Ravi,North,Technology,Monitor,3,8595,2126.686126
10159,08-06-2022,Amit,East,Furniture,Desk,7,34566,9415.961909
10160,09-06-2022,Pooja,East,Furniture,Table,8,32008,7222.417713
10161,10-06-2022,Suman,South,Technology,Desk,3,13341,866.8720846
10162,11-06-2022,Amit,East,Office Supplies,Laptop,2,7052,1534.532436
10163,12-06-2022,Kiran,West,Furniture,Chair,6,24222,2670.388237
10164,13-06-2022,Pooja,North,Office Supplies,Chair,4,18696,2408.28431
10165,14-06-2022,Ravi,East,Technology,Printer,8,23968,2372.072262
10166,15-06-2022,Amit,West,Office Supplies,Laptop,2,9572,2334.983607
10167,16-06-2022,Kiran,South,Furniture,Monitor,4,10356,2197.030896
10168,17-06-2022,Suman,West,Furniture,Laptop,2,7642,1551.010872
10169,18-06-2022,Suman,South,Furniture,Pen,2,8162,1771.09811
10170,19-06-2022,Ankit,South,Technology,Chair,2,6098,665.8593125
10171,20-06-2022,Kiran,North,Furniture,Monitor,1,1716,276.5524537
10172,21-06-2022,Rahul,North,Technology,Desk,4,17912,3731.310165
10173,22-06-2022,Neha,West,Office Supplies,Desk,2,2482,519.1065941
10174,23-06-2022,Pooja,North,Furniture,Chair,9,42165,10455.35845
10175,24-06-2022,Kiran,North,Furniture,Laptop,9,19926,2426.50841
10176,25-06-2022,Ankit,North,Furniture,Monitor,7,31808,7716.11284
10177,26-06-2022,Neha,West,Office Supplies,Printer,6,6882,1101.437399
10178,27-06-2022,Neha,East,Furniture,Desk,3,9891,2151.719524
10179,28-06-2022,Amit,North,Technology,Laptop,7,9226,1512.41675
10180,29-06-2022,Neha,North,Office Supplies,Printer,1,742,213.0671865
10181,30-06-2022,Rahul,West,Office Supplies,Monitor,9,43326,4108.412481
10182,01-07-2022,Suman,East,Office Supplies,Chair,4,18416,4028.523428
10183,02-07-2022,Ankit,North,Office Supplies,Pen,6,26262,5098.340548
10184,03-07-2022,Neha,South,Office Supplies,Table,6,3072,286.2574394
10185,04-07-2022,Amit,West,Technology,Chair,3,10551,701.6582123
10186,05-07-2022,Rahul,North,Office Supplies,Printer,4,4756,1187.982678
10187,06-07-2022,Ravi,North,Furniture,Laptop,3,10914,975.3059639
10188,07-07-2022,Suman,South,Office Supplies,Desk,6,25440,2458.182503
10189,08-07-2022,Suman,South,Office Supplies,Monitor,1,1176,346.4596619
10190,09-07-2022,Ankit,West,Office Supplies,Chair,8,32592,7473.841418
10191,10-07-2022,Suman,West,Office Supplies,Desk,8,38424,4327.3766
10192,11-07-2022,Neha,South,Office Supplies,Desk,9,16407,3244.274897
10193,12-07-2022,Amit,West,Technology,Pen,6,20190,3705.429504
10194,13-07-2022,Suman,South,Technology,Monitor,1,1502,392.199712
10195,14-07-2022,Suman,North,Office Supplies,Printer,3,9006,2092.365664
10196,15-07-2022,Ravi,South,Technology,Monitor,1,2265,584.2120873
10197,16-07-2022,Ravi,South,Furniture,Monitor,5,10265,1056.028781
10198,17-07-2022,Pooja,East,Office Supplies,Laptop,3,8373,1758.78885
10199,18-07-2022,Rahul,South,Furniture,Table,2,4970,298.4992666
10200,19-07-2022,Neha,South,Furniture,Desk,3,2211,148.6569234
10201,20-07-2022,Suman,East,Office Supplies,Printer,9,34353,7845.598539
10202,21-07-2022,Kiran,West,Furniture,Laptop,8,23136,1298.045874
10203,22-07-2022,Suman,East,Furniture,Desk,3,12165,2371.460333
10204,23-07-2022,Amit,North,Furniture,Table,2,4168,1084.102113
10205,24-07-2022,Pooja,East,Office Supplies,Laptop,5,9035,1309.94356
10206,25-07-2022,Rahul,North,Office Supplies,Table,1,2585,158.2281323
10207,26-07-2022,Kiran,West,Furniture,Table,4,9276,2119.212236
10208,27-07-2022,Pooja,East,Office Supplies,Table,8,4248,1199.727013
10209,28-07-2022,Ankit,East,Office Supplies,Laptop,1,791,181.3706428
10210,29-07-2022,Rahul,West,Furniture,Monitor,5,20930,4073.225199
10211,30-07-2022,Suman,North,Office Supplies,Table,4,19548,2101.550892
10212,31-07-2022,Suman,East,Technology,Monitor,6,12852,692.0018801
10213,01-08-2022,Rahul,North,Office Supplies,Desk,7,7539,1686.233256
10214,02-08-2022,Suman,East,Technology,Desk,9,39681,4275.887421
10215,03-08-2022,Neha,South,Furniture,Printer,1,1723,455.8035732
10216,04-08-2022,Rahul,East,Office Supplies,Pen,4,18304,3049.282208
10217,05-08-2022,Pooja,West,Furniture,Monitor,6,18912,3454.445033
10218,06-08-2022,Rahul,West,Furniture,Desk,7,6622,1579.241949
10219,07-08-2022,Kiran,North,Furniture,Pen,7,27433,6717.179966
10220,08-08-2022,Suman,East,Furniture,Table,8,38984,8212.475019
10221,09-08-2022,Neha,North,Furniture,Pen,8,28328,8062.374117
10222,10-08-2022,Neha,North,Office Supplies,Pen,8,24632,7280.593771
10223,11-08-2022,Ankit,South,Technology,Table,8,15376,4408.627648
10224,12-08-2022,Pooja,South,Office Supplies,Monitor,8,24872,6368.346174
10225,13-08-2022,Ravi,West,Office Supplies,Table,6,21486,4864.565871
10226,14-08-2022,Ravi,North,Office Supplies,Printer,9,5022,1083.905615
10227,15-08-2022,Rahul,West,Office Supplies,Chair,3,10977,833.566423
10228,16-08-2022,Ankit,East,Technology,Laptop,6,5748,677.5230064
10229,17-08-2022,Amit,North,Office Supplies,Table,5,3015,155.0374985
10230,18-08-2022,Rahul,North,Furniture,Table,8,10304,869.1678257
10231,19-08-2022,Ankit,East,Office Supplies,Pen,4,4964,793.2837812
10232,20-08-2022,Pooja,East,Office Supplies,Printer,4,15624,1353.571767
10233,21-08-2022,Pooja,West,Technology,Desk,5,10360,2853.308244
10234,22-08-2022,Pooja,West,Technology,Desk,6,19206,4828.864638
10235,23-08-2022,Pooja,East,Furniture,Pen,4,15648,1062.5458
10236,24-08-2022,Pooja,West,Office Supplies,Monitor,2,6952,780.2120375
10237,25-08-2022,Ankit,East,Office Supplies,Table,2,5268,1342.117672
10238,26-08-2022,Ankit,North,Office Supplies,Table,3,2781,697.3678195
10239,27-08-2022,Neha,North,Furniture,Pen,2,4888,1399.740572
10240,28-08-2022,Kiran,South,Technology,Table,1,1771,530.2142715
10241,29-08-2022,Ravi,North,Furniture,Monitor,8,7288,2143.164055
10242,30-08-2022,Suman,East,Office Supplies,Chair,5,12155,1854.056804
10243,31-08-2022,Pooja,West,Technology,Laptop,1,2995,337.1834223
10244,01-09-2022,Amit,South,Technology,Laptop,9,6714,1608.691505
10245,02-09-2022,Suman,West,Furniture,Laptop,8,26536,3312.17637
10246,03-09-2022,Ankit,East,Technology,Chair,4,10684,2688.095362
10247,04-09-2022,Amit,North,Technology,Table,8,30648,5623.561144
10248,05-09-2022,Amit,South,Office Supplies,Pen,7,23968,5955.612233
10249,06-09-2022,Amit,East,Office Supplies,Desk,7,17920,2131.941861
10250,07-09-2022,Neha,South,Technology,Printer,1,3834,678.644182
10251,08-09-2022,Ankit,South,Technology,Table,6,8664,1654.875537
10252,09-09-2022,Amit,North,Furniture,Chair,4,10988,3140.117862
10253,10-09-2022,Pooja,East,Furniture,Monitor,2,3524,411.0724652
10254,11-09-2022,Rahul,West,Technology,Chair,7,4725,1342.712983
10255,12-09-2022,Amit,South,Office Supplies,Desk,9,13968,3508.967333
10256,13-09-2022,Neha,South,Technology,Laptop,5,16120,3751.503038
10257,14-09-2022,Suman,West,Technology,Table,8,24656,6083.068339
10258,15-09-2022,Ankit,East,Office Supplies,Desk,5,9085,1829.321635
10259,16-09-2022,Kiran,South,Office Supplies,Laptop,7,27069,3005.200451
10260,17-09-2022,Neha,South,Furniture,Printer,7,15218,1481.833609
10261,18-09-2022,Amit,South,Furniture,Monitor,9,7497,1998.590436
10262,19-09-2022,Ankit,East,Furniture,Laptop,3,5292,1223.95943
10263,20-09-2022,Rahul,East,Furniture,Printer,1,3677,379.8380369
10264,21-09-2022,Amit,West,Office Supplies,Chair,2,6890,1403.998323
10265,22-09-2022,Neha,East,Technology,Laptop,6,28308,4582.686449
10266,23-09-2022,Ravi,East,Furniture,Laptop,9,28485,2554.073129
10267,24-09-2022,Pooja,North,Furniture,Pen,3,2745,502.2369413
10268,25-09-2022,Kiran,West,Office Supplies,Monitor,2,2414,290.5967723
10269,26-09-2022,Suman,South,Office Supplies,Monitor,1,3184,235.8103228
10270,27-09-2022,Neha,East,Technology,Desk,2,7732,1289.230391
10271,28-09-2022,Ankit,South,Technology,Chair,3,12009,2372.103401
10272,29-09-2022,Kiran,South,Office Supplies,Pen,7,34594,2135.37009
10273,30-09-2022,Kiran,North,Furniture,Desk,2,6118,920.9008602
10274,01-10-2022,Kiran,East,Furniture,Printer,5,22355,2557.758054
10275,02-10-2022,Amit,West,Furniture,Desk,2,6914,398.679546
10276,03-10-2022,Pooja,East,Technology,Printer,7,15603,1270.32819
10277,04-10-2022,Amit,South,Furniture,Chair,8,19208,1628.042031
10278,05-10-2022,Ankit,West,Furniture,Monitor,8,12328,1180.018433
10279,06-10-2022,Amit,East,Office Supplies,Printer,8,4208,1055.553205
10280,07-10-2022,Ravi,South,Furniture,Chair,9,27747,4435.995205
10281,08-10-2022,Pooja,South,Office Supplies,Desk,1,1552,134.669365
10282,09-10-2022,Pooja,North,Furniture,Printer,1,2174,163.2114015
10283,10-10-2022,Ankit,North,Technology,Table,2,7110,885.0891654
10284,11-10-2022,Suman,North,Furniture,Laptop,6,12948,3230.576234
10285,12-10-2022,Ravi,South,Furniture,Desk,1,4451,628.1026958
10286,13-10-2022,Neha,East,Office Supplies,Monitor,5,18440,1659.126831
10287,14-10-2022,Amit,North,Office Supplies,Desk,5,11205,1692.280454
10288,15-10-2022,Rahul,East,Office Supplies,Table,4,18348,3464.614113
10289,16-10-2022,Amit,North,Furniture,Chair,5,23185,1330.727324
10290,17-10-2022,Kiran,West,Furniture,Chair,1,3731,771.9828903
10291,18-10-2022,Amit,West,Technology,Desk,6,13284,1976.329601
10292,19-10-2022,Neha,North,Furniture,Table,7,25872,1356.50696
10293,20-10-2022,Amit,South,Technology,Desk,8,30648,6695.740575
10294,21-10-2022,Ravi,North,Office Supplies,Laptop,2,7694,1754.977617
10295,22-10-2022,Ravi,North,Office Supplies,Laptop,7,17402,3605.8675
10296,23-10-2022,Pooja,South,Office Supplies,Pen,6,24264,3287.3487
10297,24-10-2022,Ankit,West,Technology,Printer,9,10809,1971.574717
10298,25-10-2022,Suman,East,Furniture,Pen,8,15632,2294.612316
10299,26-10-2022,Rahul,North,Office Supplies,Laptop,4,17144,3860.064735
10300,27-10-2022,Kiran,South,Furniture,Table,9,26739,5238.03765
10301,28-10-2022,Amit,North,Furniture,Printer,1,4760,335.3409455
10302,29-10-2022,Amit,South,Office Supplies,Table,6,21264,4481.885355
10303,30-10-2022,Neha,East,Technology,Pen,8,35064,7777.53194
10304,31-10-2022,Ankit,East,Furniture,Chair,4,13760,1963.215501
10305,01-11-2022,Ravi,West,Office Supplies,Table,2,4640,1247.911506
10306,02-11-2022,Rahul,South,Furniture,Pen,2,6604,1722.0167
10307,03-11-2022,Pooja,South,Furniture,Pen,1,4295,402.835055
10308,04-11-2022,Ravi,West,Furniture,Pen,5,14815,4089.92634
10309,05-11-2022,Kiran,West,Furniture,Chair,6,23226,3721.225425
10310,06-11-2022,Ankit,South,Furniture,Chair,4,3340,771.3309599
10311,07-11-2022,Kiran,West,Technology,Desk,4,9696,2458.171145
10312,08-11-2022,Suman,East,Technology,Chair,5,21800,3842.862695
10313,09-11-2022,Pooja,North,Office Supplies,Printer,5,16440,2462.308971
10314,10-11-2022,Suman,East,Technology,Chair,9,41625,11607.6658
10315,11-11-2022,Neha,West,Technology,Chair,8,32848,3538.169377
10316,12-11-2022,Kiran,South,Technology,Chair,9,18360,2097.492657
10317,13-11-2022,Neha,South,Furniture,Table,3,3222,452.3851629
10318,14-11-2022,Amit,East,Furniture,Chair,3,2160,572.1115201
10319,15-11-2022,Suman,South,Office Supplies,Printer,1,2513,715.443727
10320,16-11-2022,Ankit,West,Office Supplies,Pen,6,18846,1979.149038
10321,17-11-2022,Kiran,East,Office Supplies,Table,4,5012,1333.029295
10322,18-11-2022,Rahul,South,Furniture,Laptop,8,12160,1392.936997
10323,19-11-2022,Pooja,North,Technology,Chair,2,3976,1163.617399
10324,20-11-2022,Ravi,North,Technology,Desk,2,4922,981.2104111
10325,21-11-2022,Ankit,West,Furniture,Desk,7,27881,1443.44445
10326,22-11-2022,Ankit,South,Office Supplies,Pen,5,4685,274.2246501
10327,23-11-2022,Neha,West,Office Supplies,Pen,1,978,84.95996778
10328,24-11-2022,Suman,East,Office Supplies,Table,7,8974,869.5203796
10329,25-11-2022,Kiran,North,Furniture,Desk,7,32669,7902.787281
10330,26-11-2022,Kiran,East,Office Supplies,Laptop,6,4314,455.9529977
10331,27-11-2022,Amit,South,Office Supplies,Monitor,4,6108,1785.279254
10332,28-11-2022,Amit,West,Furniture,Desk,8,6312,1319.384826
10333,29-11-2022,Pooja,West,Technology,Desk,2,1758,392.2614453
10334,30-11-2022,Neha,West,Furniture,Printer,2,8946,934.4466454
10335,01-12-2022,Ankit,East,Furniture,Monitor,2,6702,1830.829429
10336,02-12-2022,Kiran,North,Furniture,Pen,3,5634,1222.316826
10337,03-12-2022,Rahul,East,Furniture,Monitor,6,14748,3924.463537
10338,04-12-2022,Neha,East,Technology,Desk,1,2627,759.5189606
10339,05-12-2022,Pooja,South,Office Supplies,Pen,2,1130,91.99357603
10340,06-12-2022,Pooja,South,Furniture,Monitor,2,5366,397.8717694
10341,07-12-2022,Neha,South,Technology,Pen,1,4994,1252.754671
10342,08-12-2022,Pooja,North,Office Supplies,Pen,3,12822,3417.467082
10343,09-12-2022,Neha,North,Office Supplies,Table,7,34594,6778.360648
10344,10-12-2022,Ravi,South,Office Supplies,Laptop,1,4419,625.2891051
10345,11-12-2022,Neha,South,Furniture,Pen,7,8939,1905.414079
10346,12-12-2022,Suman,North,Furniture,Printer,5,15330,1937.957558
10347,13-12-2022,Neha,West,Office Supplies,Desk,9,21627,2370.241841
10348,14-12-2022,Pooja,North,Office Supplies,Desk,2,6522,1122.020764
10349,15-12-2022,Kiran,North,Office Supplies,Printer,1,4351,452.671326
10350,16-12-2022,Suman,North,Office Supplies,Chair,9,5202,889.1565426
10351,17-12-2022,Pooja,South,Office Supplies,Pen,8,16648,4813.796276
10352,18-12-2022,Amit,West,Office Supplies,Pen,6,15972,4151.857654
10353,19-12-2022,Amit,North,Technology,Pen,5,7425,2119.152394
10354,20-12-2022,Kiran,South,Office Supplies,Monitor,8,15880,3995.12603
10355,21-12-2022,Kiran,East,Furniture,Pen,8,24960,3461.64584
10356,22-12-2022,Suman,East,Furniture,Pen,5,7320,1852.042787
10357,23-12-2022,Ravi,North,Furniture,Printer,7,21329,5987.667474
10358,24-12-2022,Kiran,East,Office Supplies,Laptop,1,1328,380.8158816
10359,25-12-2022,Amit,West,Furniture,Laptop,4,14692,3243.985706
10360,26-12-2022,Neha,East,Technology,Chair,2,6346,652.6331804
10361,27-12-2022,Pooja,East,Office Supplies,Printer,3,6654,398.7894466
10362,28-12-2022,Amit,West,Furniture,Pen,1,2932,254.4977672
10363,29-12-2022,Amit,North,Technology,Laptop,2,3456,1007.032537
10364,30-12-2022,Ravi,North,Technology,Table,1,2910,481.6754396
10365,31-12-2022,Suman,West,Furniture,Table,8,34224,9026.460343
10366,01-01-2023,Suman,West,Technology,Table,4,9360,1556.203319
10367,02-01-2023,Ankit,West,Furniture,Pen,3,2991,643.676348
10368,03-01-2023,Ravi,East,Technology,Pen,1,1036,58.05246127
10369,04-01-2023,Neha,West,Office Supplies,Chair,2,7610,855.8680535
10370,05-01-2023,Suman,South,Office Supplies,Desk,3,4992,794.0640615
10371,06-01-2023,Pooja,East,Office Supplies,Chair,3,7413,1539.366988
10372,07-01-2023,Kiran,North,Office Supplies,Chair,6,24162,2244.173736
10373,08-01-2023,Ravi,North,Office Supplies,Monitor,8,6392,1541.35324
10374,09-01-2023,Kiran,North,Furniture,Table,6,17316,2443.307973
10375,10-01-2023,Amit,East,Office Supplies,Pen,2,9796,2491.698974
